ementa;assunto_agrupado
ementa : incidente processual fundo de previdência social desbloqueio de recursos aplicação dos princípios da razoabilidade e proporcionalidade considerando que as verbas bloqueadas têm natureza alimentar e que o tesouro municipal não tem condições imediatas de assumir a responsabilidade do pagamento dos proventos dos servidores municipais inativos reconhece se a pertinência do pedido do gestor;PROCESSUAL
processual não atendimento dos requisitos do pedido de revisão não conhecimento 1 os documentos apresentados no pedido de revisão não podem ser considerados novos pois o recorrente não justificou a ausência desses documentos no processo principal tendo em vista que tinha como fazer uso deles 2 em relação aos outros argumentos apresentados não há razão para serem rediscutidos tendo em vista sua análise no processo principal não se prestando a revisão para discutir a justiça da decisão bem como a rediscussão de prova;PROCESSUAL
denúncia recolhimento previdenciário ausência possibilidade de tipificação criminal competência poder judiciário gestão diligência recursos públicos competência tribunal de contas 1 o não recolhimento de tributos previdenciários possibilita a tipificação de crime cabendo o julgamento pelo poder judiciário compete entretanto ao tribunal de contas analisar e julgar a diligência do gestor na condução e gerenciamento dos recursos públicos;PROCESSUAL
processual transferência de recursos da conta específica do fundeb para outra conta da prefeitura de livre movimentação irregularidade 1 vai de encontro ao decreto federal n 7 507 2011 a transferência da conta específica do fundeb para outra conta da prefeitura de livre movimentação;PROCESSUAL
processual transferência de recursos da conta específica do fundeb para outra conta da prefeitura de livre movimentação irregularidade 1 vai de encontro ao decreto federal n 7 507 2011 a transferência da conta específica do fundeb para outra conta da prefeitura de livre movimentação;PROCESSUAL
processual cumprimento da decisão n 03 19 proferida na sessão admistrativa n 02 de 08 07 2019 aplicação de multa ao gestor irregularidade 1 processos de denúncia representação inspeção ou de auditoria ref exercícios de 2017 2018 e 2019 que já foram julgados e nos quais já se deliberou pela aplicação de multa somente quando do julgamento do processo de contas de gestão ou contas de governo aos quais estavam apensados retornam ao gabinete para o desapensamento e aplicação de eventual multa;PROCESSUAL
prestação de contas prefeitura municipal de cristino castro exercício 2016 denúncia tc 019572 2016 apensa aos autos irregularidades na transição governamental atraso no pagamento das verbas trabalhistas dos servidores municipais atrasos no preenchimento da gfip previdência social ausência de repasse de contribuições previdenciárias procedência não aplicação de multa específica apesar de ter formulado defesa referente a esses quesitos gestor não apresentou nos autos documentos capazes de comprovar suas alegações bem como não tomou todas as medidas necessárias para responsabilização daqueles que aponta como reais responsáveis pelas falhas listadas;PROCESSUAL
processual recurso inexistência de citação de interessado irregularidade 1 configura se falha gravíssima a inexistência de citação de um dos interessados podendo gerar a nulidade de pleno direito de julgamento;PROCESSUAL
prestação de contas governo impropriedade verificada na análise do planejamento governamental intempestividade documentação balanço geral enviado fora do prazo multas por atraso na prestação de contas bloqueio das contas por atraso na prestação de contas ausência de arrecadação da receita tributária ausência de registro na contabilização da cosip divergência de contabilização do irrf em relação aos valores constantes no sagres folha inconsistência no balanço inscrição de restos a pagar sem comprovação de saldo financeiro avaliação negativa do município no portal da transparência parágrafo único do art 48 da lei de responsabilidade fiscal lrf que trata do princípio da transparência fiscal devem ser realizadas audiências públicas durante a fase de elaboração do projeto de lei das peças de planejamento e durante a fase de discussão desses projetos na câmara municipal atraso de 39 dias no envio do balanço geral ao tce pi multa por atraso bloqueio das contas por atraso não comprovação de adoção de providências para o aprimoramento das ações de arrecadação e de cobrança do iptu inconsistências verificadas na consolidação dos balanços quanto ao recolhimento a menor das obrigações patronais as quais influenciam na apuração do resultado dos balanços inconsistências na análise dos balanços orçamentário financeiro patrimonial e na demonstração das variações patrimoniais e demonstração da dívida flutuante;PROCESSUAL
denúncia recolhimento previdenciário ausência possibilidade de tipificação criminal competência poder judiciário gestão diligência recursos públicos competência tribunal de contas 1 o não recolhimento de tributos previdenciários possibilita a tipificação de crime cabendo o julgamento pelo poder judiciário compete entretanto ao tribunal de contas analisar e julgar a diligência do gestor na condução e gerenciamento dos recursos públicos;PROCESSUAL
impedimento fundamentação em elementos objetivos prescindindo da vontade do agente estatal proibição absoluta ao exercício da jurisdição art 18 vii lei 5 888 09 art 37 viii regimento interno art 144 iv ncpc;PROCESSUAL
ementa processual não cumprimento de decisão que determinou a instauração de processo de tomada de contas especial o descumprimento reiterado de determinações do tribunal de contas do estado do piauí enseja o julgamento de irregularidade das contas conforme art 123 da lei estadual n 5 888 09 o tribunal de contas poderá aplicar multa de até quinze mil unidades fiscais de referência do estado aos responsáveis por não atendimento no prazo fixado a diligência ou determinação do tribunal art 79 ii da lei n 5 888 09;PROCESSUAL
agravo regimental arquivamento sem manifestação de mérito conforme acórdão n 1 154 2020 publicado no d o e n 150 em 13 08 2020 na sessão ordinária da primeira câmara n 018 realizada em 28 07 2020 o órgão fracionário desta corte de contas julgou o mérito da representação tc n 004 090 2020 desse modo restou prejudicada a reanálise em grau de recurso de agravo dos requisitos necessários concessão da tutela de urgência deferida nos autos da sobredita representação;PROCESSUAL
ementa processual pedido de arquivamento de tomada de contas especial impossibilidade o regimento interno do tce pi em seu artigo 412 determina que não caberá recurso de decisão que determinar a instauração de tomada de contas inclusive especial;PROCESSUAL
impedimento fundamentação em elementos objetivos prescindindo da vontade do agente estatal proibição absoluta ao exercício da jurisdição art 18 vii lei 5 888 09 art 37 viii regimento interno art 144 iv ncpc;PROCESSUAL
ementa processual pedido de arquivamento de tomada de contas especial impossibilidade o regimento interno do tce pi em seu artigo 412 determina que não caberá recurso de decisão que determinar a instauração de tomada de contas inclusive especial;PROCESSUAL
agravo regimental recurso de revisão admissibilidade documento novo decisão normativa tce pi n 26 conhecimento improvimento 1 para fins de admissibilidade do recurso de revisão a pertinência temática embora seja elemento necessário ao reconhecimento do documento como novo para efeito do que dispõe o artigo 157 da lei estadual 5 888 09 lei orgânica do tcejpi e no art 440 da resolução 13 2011 regimento interno do tce pl não é suficiente o documento ainda há que ser : existente quando da decisão recorrida ignorado ou de impossível obtenção época pela parte e apto por si só a assegurar pronunciamento favorável;PROCESSUAL
processual falta de consenso no entedimento uniformização de procedimentos pela aprovação os critérios definidos para uniformização dos procedimentos criação emissão e disponibilização quanto s informações constantes nas certidões emitidas pelo tce pi para fins de contratação de operações de crédito no sentido de que eventuais ressalvas somente poderão ser destacadas após o contraditório devendo o relator das contas respectivas monocraticamente decidir conclusivamente sobre quais índices constarão da decisão seja acolhendo os cálculos feitos pela unidade técnica seja acolhendo as justificativas do gestor sobre os cálculos decisão unânime;PROCESSUAL
processual embargos de declaração não conhecimento 1 reconhecendo se a diferença existente entre as duas espécies de recursos embargos de declaração e recurso de reconsideração é necessária a ciência por parte do recorrente da mudança do enquadramento de seu recurso para que possa tomar as medidas adequadas para querendo juntar documentos e ou emendar a sua peça;PROCESSUAL
pessoal contratação de estagiário vício formal de iniciativa do processo legislativo competência privativa dos poderes e órgão fixados constitucionalmente ausência de competência do tribunal de contas os poderes executivo e judiciário possuem competência privativa para legislar acerca da seleção de seu pessoal o tribunal de contas segundo o art 2 de sua lei orgânica não tem competência para analisar o veto do executivo acerca de projeto de lei inviabilidade da solicitação do denunciante instauração de auditorias;PROCESSUAL
ementa processual pedido de ingresso de terceiro interessado em processo interpretação do artigo 244 do ritce pi provimento o artigo 244 do regimento interno que fundamentou a negativa do pedido e ausência de retratação por parte do relator não faz referência quanto inclusão do processo em pauta se será para julgamento de mérito ou para decidir qualquer outro incidente processual de modo que decidiu o plenário ser razoável a interpretação de que o ingresso de interessado somente deve ser rejeitado quando o processo estiver pautado para julgamento do mérito;PROCESSUAL
prefeitura municipal atraso no envio do projeto da lei orçamentária anual loa câmara municipal a lei orçamentária anual deve ser elaborada até quatro meses antes do encerramento do exercício e retornar para sanção até o encerramento da sessão legislativa como preceitua o art 35 2 iii do adct neste sentido o atraso no envio do projeto de lei orçamentária anual constitui grave infração norma legal;PROCESSUAL
processual embargos de declaração conhecimento e improvimento 1 os embargos de declaração visam sanar omissão obscuridade ou contradição de decisão e não configuram via processual adequada rediscussão do mérito da causa;PROCESSUAL
processual não atendimento dos requisitos do pedido de revisão não conhecimento 1 os documentos apresentados no pedido de revisão não podem ser considerados novos pois o recorrente não justificou a ausência desses documentos no processo principal tendo em vista que tinha como fazer uso deles 2 em relação aos outros argumentos apresentados não há razão para serem rediscutidos tendo em vista sua análise no processo principal não se prestando a revisão para discutir a justiça da decisão bem como a rediscussão de prova;PROCESSUAL
ementa débito junto agespisa adimplência posterior repercussão positiva saneamento da ocorrência o débito do município junto agespisa foi preponderante para o julgamento irregular das contas de gestão na prestação de contas o posterior pagamento do débito sana a ocorrência e proporciona uma medida menos gravosa;PROCESSUAL
ementa : controle de constitucionalidade projeto de lei ausência de competência o controle de constitucionalidade pelas cortes de contas é possível mas somente controle de ato ou contrato administrativo no exercício da fiscalização e não controle da lei em abstrato conforme jurisprudência do stf;PROCESSUAL
prestação de contas contas de gestão da fundação hospitalar de teresina exercício 2014 não envio de peças componentes da prestação de contas responsabilidade solidária da prefeitura municipal de teresina falha parcialmente sanada divergência entre o saldo financeiro ao final do exercício observado nos extratos bancários de dezembro de 2014 e o apresentado pelo gestor no balanço financeiro e analítico ao final de 2014 ocorrência mantida a prestação de contas mensal deste órgão integra a prestação de contas consolidada da prefeitura municipal de teresina a resolução tce pi n 32 2012 estabelece que compete s fundações públicas o envio em separado somente dos documentos referentes prestação de contas anual motivo pelo qual a impropriedade foi considera parcialmente sanada a alegação da defesa de que a divergência observada foi sanada em gestão posterior não tem o condão de afastar a ocorrência no período ora analisado;PROCESSUAL
pessoal isonomia salarial aumento de vencimentos de servidores públicos iniciativa legislativa do chefe do executivo ausência de competência do tribunal de contas o tribunal de contas do estado do piauí no exercício do controle externo não tem competência para influenciar a iniciativa legislativa do chefe do executivo para aumentar vencimentos de servidores públicos sob o fundamento de isonomia nos termos dos arts 37 x art 37 xiii e art 61 1 ii a e c da constituição de 1988 c c art 75 2 ii a e b da constituição do estado do piauí e súmula vinculante 37 do stf em conformidade e pelos fundamentos expostos no voto do relator peça n 19;PROCESSUAL
recurso de reconsideração da secretaria de estado da educação e do fundo de desenvolvimeno e manutençao da educação básica fundeb exercício financeiro de 2012 alegação de insuficiência de fundamentação inocorrência matéria suficientemente discutida repercussão de denúncia impossibildade julgamento de improcedência pedido de repercusão de representação parcial procedência impossibilidade ausência de motivos para ensejar a reforma do julgamento acórdão mantido 1 a decisão impugnada foi objeto de embargos declaratórios apresentados pelo mpc e neles o plenário desta corte negou provimento nos termos propostos pelo relator acordão n 625 28 2 em sede recursal momento em que se pode debruçar mais detidamente aos atos e fatos processuais não se vislumbram motivos suficientes a ensejar a reforma do julgamento uma vez que as ocorrências detectadas no processo de prestação de contas segundo o plenário não ocasionaram prejuízos a ensejar a reprovação das contas 3 no que diz respeito ao inconformismo do recorrente acerca do julgamento de improcedência da denúncia tc 14538 2013 a análise implementada comprova que os fatos imputados na referida já haviam sido julgados improcedentes por este colendo tribunal de contas no exercício de 2011 processo tc e 03918 2012 apensado ao tc o n 00438212 razão pela qual a mesma não poderia e nem deveria repercutir no exame da prestação de contas em questão 4 quanto ao resultado do julgamento da representação tc 15 499 2013 que apurou supostas irregularidades na execução dos serviços de construção de escolas no município de teresina em 2012 o voto vencedor foi proferido em parcial consonância com o recorrente recurso de reconsideração processo relatora : conselheira lilian de almeida veloso nunes martins plenário decisão unânime acórdão n 452 2020 publicado no recurso recurso aferição de aplicação de recursos públicos rm obra de pavimentação princípio da verdade material aferição de aplicação de recursos públicos em obra de pavimentação princípio da verdade material não imputação de débito não aplicação de multa 1 restando demonstrado nos autos o bom estado de conservação atual da obra de pavimentação da estrada concluída há mais de 5 cinco anos não se vislumbrando portanto dano ao erário deve ser privilegiada a aplicação do princípio da verdade material especialmente quando se trata de penalização de imputação de débito multa e ou julgamento de irregularidade de contas do gestor;PROCESSUAL
recurso de reconsideração ausência de impugnação das falhas independência das instâncias 1 a ausência de impugnação das falhas apontadas sem apresentação de qualquer razão de fato ou de direito capaz de desconstituir a decisão originária mantém o acórdão recorrido em todos os seus termos 2 não há impedimento para que o tce aprecie processo mesmo correndo feito perante a justiça comum em razão da independência das instâncias civil e administrativa;PROCESSUAL
prestação de contas governo impropriedade verificada na análise do planejamento governamental intempestividade documentação balanço geral enviado fora do prazo multas por atraso na prestação de contas bloqueio das contas por atraso na prestação de contas ausência de arrecadação da receita tributária ausência de registro na contabilização da cosip divergência de contabilização do irrf em relação aos valores constantes no sagres folha inconsistência no balanço inscrição de restos a pagar sem comprovação de saldo financeiro avaliação negativa do município no portal da transparência parágrafo único do art 48 da lei de responsabilidade fiscal lrf que trata do princípio da transparência fiscal devem ser realizadas audiências públicas durante a fase de elaboração do projeto de lei das peças de planejamento e durante a fase de discussão desses projetos na câmara municipal atraso de 39 dias no envio do balanço geral ao tce pi multa por atraso bloqueio das contas por atraso não comprovação de adoção de providências para o aprimoramento das ações de arrecadação e de cobrança do iptu inconsistências verificadas na consolidação dos balanços quanto ao recolhimento a menor das obrigações patronais as quais influenciam na apuração do resultado dos balanços inconsistências na análise dos balanços orçamentário financeiro patrimonial e na demonstração das variações patrimoniais e demonstração da dívida flutuante;PROCESSUAL
processual recurso inexistência de citação de interessado irregularidade 1 configura se falha gravíssima a inexistência de citação de um dos interessados podendo gerar a nulidade de pleno direito de julgamento;PROCESSUAL
atos sujeitos a registro cancelamento de transferência para a reserva remunerada a pedido arquivamento imcompetência das cortes de contas para apreciação do ato a anulação cancelamento do ato concessório de transferência para a reserva remunerada não é ato que deva ser apreciado no âmbito dos tribunais de contas pois não versa sobre a alteração de fundamento legal do mesmo mas da sua própria extinção;PROCESSUAL
denúncia provas insuficientes dos fatos alegados improcedência 1 apresentação de denúncia com afirmações genéricas obsta o andamento do feito tendo em vista a necessidade da apresentação de provas robustas;PROCESSUAL
processual embargos de declaração não conhecimento 1 reconhecendo se a diferença existente entre as duas espécies de recursos embargos de declaração e recurso de reconsideração é necessária a ciência por parte do recorrente da mudança do enquadramento de seu recurso para que possa tomar as medidas adequadas para querendo juntar documentos e ou emendar a sua peça;PROCESSUAL
pessoal aposentadoria 1 as situações flagrantemente inconstitucionais como nos casos de admissão de servidores efetivos sem concurso público ou transposição não se submetem ao prazo decadencial de 5 anos previsto no artigo 54 da lei 9 784 1999 não havendo que se falar em convalidação pelo mero decurso do tempo;PROCESSUAL
processual recurso conhecimento e provimento 1 embora sendo as falhas sanadas parcialmente considerando que os índices constitucionais e legais foram todos cumpridos não havendo menção grave ofensa norma legal são consideradas falhas de caráter formal sendo moderadas sob o prisma da classificação que é normalmente feita no tce pi;PROCESSUAL
denúncia irregularidades na execução de obra do plano acelerado do crescimento pac atinentes a pavimentação e saneamento básico de alguns bairros do município de parnaíba no caso em análise a fiscalização dos recursos do plano de aceleração do crescimento pac compete ao tribunal de contas da união conforme preleciona o art 71 vi da constituição federal uma vez tratar se de recursos originários da união;PROCESSUAL
embargos de declaração não comprovação de obscuridade contradição omissão ou erro material decisão clara e objetiva na sua forma e no seu conteúdo não preenchimento dos requisitos de admissibilidade 1 os embargos declaratórios não são meio processual adequado para reexame da matéria de mérito ou para a manifestação de inconformismo da parte em relação decisão proferida nesse sentido não possuem por objeto cassar reformar ou substituir a decisão impugnada;PROCESSUAL
consulta regimento interno do tribunal de contas caso concreto impossibilidade o tribunal não conhecerá de consulta formulada em desacordo com as disposições do artigo anterior ou que verse apenas sobre caso concreto sendo liminarmente arquivada a consulta que versar sobre dúvida quanto interpretação e aplicação da legislação em caso concreto obriga ao consulente demonstrar e fundamentar o relevante interesse público da matéria e somente será recebida mediante decisão fundamentada do relator sendo que a decisão proferida pelo tribunal será sempre em tese;PROCESSUAL
processual embargos de declaração conhecimento e improvimento 1 os embargos de declaração visam sanar omissão obscuridade ou contradição de decisão e não configuram via processual adequada rediscussão do mérito da causa;PROCESSUAL
recurso de reconsideração da secretaria de estado da educação e do fundo de desenvolvimeno e manutençao da educação básica fundeb exercício financeiro de 2012 alegação de insuficiência de fundamentação inocorrência matéria suficientemente discutida repercussão de denúncia impossibildade julgamento de improcedência pedido de repercusão de representação parcial procedência impossibilidade ausência de motivos para ensejar a reforma do julgamento acórdão mantido 1 a decisão impugnada foi objeto de embargos declaratórios apresentados pelo mpc e neles o plenário desta corte negou provimento nos termos propostos pelo relator acordão n 625 28 2 em sede recursal momento em que se pode debruçar mais detidamente aos atos e fatos processuais não se vislumbram motivos suficientes a ensejar a reforma do julgamento uma vez que as ocorrências detectadas no processo de prestação de contas segundo o plenário não ocasionaram prejuízos a ensejar a reprovação das contas 3 no que diz respeito ao inconformismo do recorrente acerca do julgamento de improcedência da denúncia tc 14538 2013 a análise implementada comprova que os fatos imputados na referida já haviam sido julgados improcedentes por este colendo tribunal de contas no exercício de 2011 processo tc e 03918 2012 apensado ao tc o n 00438212 razão pela qual a mesma não poderia e nem deveria repercutir no exame da prestação de contas em questão 4 quanto ao resultado do julgamento da representação tc 15 499 2013 que apurou supostas irregularidades na execução dos serviços de construção de escolas no município de teresina em 2012 o voto vencedor foi proferido em parcial consonância com o recorrente recurso de reconsideração processo relatora : conselheira lilian de almeida veloso nunes martins plenário decisão unânime acórdão n 452 2020 publicado no recurso recurso aferição de aplicação de recursos públicos rm obra de pavimentação princípio da verdade material aferição de aplicação de recursos públicos em obra de pavimentação princípio da verdade material não imputação de débito não aplicação de multa 1 restando demonstrado nos autos o bom estado de conservação atual da obra de pavimentação da estrada concluída há mais de 5 cinco anos não se vislumbrando portanto dano ao erário deve ser privilegiada a aplicação do princípio da verdade material especialmente quando se trata de penalização de imputação de débito multa e ou julgamento de irregularidade de contas do gestor;PROCESSUAL
transparência falta de atualização do portal da transparência irregularidade 1 não basta a mera existência do sítio do órgão na internet mas se faz imprescindível a inserção de informações no tempo e forma estabelecidos em lei bem como a sua permanente atualização em tempo real;PROCESSUAL
processual visando sanar obscuridade no acórdão n 1 208 2020 em sede de embargo de declaração impossibilidade 1 os embargos de declaração visam sanar omissão obscuridade ou contradição de decisão e não configuram via processual adequada para mera discussão do julgado o que não é o meio adequado do ponto de vista jurídico processual;PROCESSUAL
processual pedido de revisão ausência de elemento novo repetição das alegativas apresentadas em sede de recurso de reconsideração descumprimento dos requisitos de admissibilidade a revisão além de não configurar nova oportunidade para rediscutir critérios de julgamento também não é meio idôneo para sanar as lacunas probatórias ou as eventuais imperfeições da linha de defesa utilizada mormente porque o meio adequado para tanto foi o recurso de reconsideração previsto no art 152 da lei orgânica desta corte o pedido de revisão tem natureza jurídica similar ação rescisória e necessita do cumprimento de determinados requisitos específicos para a sua admissão o que não ocorreu no caso em tela já que a peça recursal não trouxe elementos novos e nem demostrou a ocorrência da hipótese prevista no art 440 inciso ii do regimento interno do tce pi qual seja a falsidade ou insuficiência de documentos que fundamentaram a decisão atacada;PROCESSUAL
processual cumprimento da decisão n 03 19 proferida na sessão admistrativa n 02 de 08 07 2019 aplicação de multa ao gestor irregularidade 1 processos de denúncia representação inspeção ou de auditoria ref exercícios de 2017 2018 e 2019 que já foram julgados e nos quais já se deliberou pela aplicação de multa somente quando do julgamento do processo de contas de gestão ou contas de governo aos quais estavam apensados retornam ao gabinete para o desapensamento e aplicação de eventual multa;PROCESSUAL
prefeitura municipal atraso no envio do projeto da lei orçamentária anual loa câmara municipal a lei orçamentária anual deve ser elaborada até quatro meses antes do encerramento do exercício e retornar para sanção até o encerramento da sessão legislativa como preceitua o art 35 2 iii do adct neste sentido o atraso no envio do projeto de lei orçamentária anual constitui grave infração norma legal;PROCESSUAL
ementa processual pedido de ingresso de terceiro interessado em processo interpretação do artigo 244 do ritce pi provimento o artigo 244 do regimento interno que fundamentou a negativa do pedido e ausência de retratação por parte do relator não faz referência quanto inclusão do processo em pauta se será para julgamento de mérito ou para decidir qualquer outro incidente processual de modo que decidiu o plenário ser razoável a interpretação de que o ingresso de interessado somente deve ser rejeitado quando o processo estiver pautado para julgamento do mérito;PROCESSUAL
embargos de declaração não comprovação de obscuridade contradição omissão ou erro material decisão clara e objetiva na sua forma e no seu conteúdo não preenchimento dos requisitos de admissibilidade 1 os embargos declaratórios não são meio processual adequado para reexame da matéria de mérito ou para a manifestação de inconformismo da parte em relação decisão proferida nesse sentido não possuem por objeto cassar reformar ou substituir a decisão impugnada;PROCESSUAL
ementa : processual denúncia de irregularidades nas contratações ausência dos requisitos de admissibilidade não conhecimento arquivamento da denúncia a falta das cópias de documentação de identificação acerca da legitimidade do denunciante proporciona a não admissibilidade da denúncia;PROCESSUAL
pedido de revisão não conhecimento 1 não é cabível pedido de revisão de parecer prévio emitido pelo tce pi quando da análise de contas de governo do chefe do executivo em face do disposto no art 157 caput da lei estadual 5 888 09 lei orgânica do tce pi c c art 440 da resolução 13 2011 regimento interno do tce pi decisão normativa tce pi n 25 2015;PROCESSUAL
processual embargos de declaração princípio da fungibilidade pedido de reexame sobrestamento aplicação do princípio da fungibilidade recebimento dos embargos como pedido de reexame sobrestamento em razão de ação civil pública pendente;PROCESSUAL
pedido de revisão ref a recurso de reconsideração prestação de contas do fundo de previdência social fmps exercício de 2010 existência de déficit de arrecadação impossibilidade de apurar o total das contribuições por ente municipal repasse das contribuições previdenciárias feitas fora do prazo sem a aplicação dos encargos moratórios divergência e incompatibilidade na execução da despesa orçamentária ausência de processo licitatório r 12 000 00 inconsistências verificadas no balanço financeiro inconsistências verificadas na apuração dos restos a pagar 1 o recorrente fundamentou a admissibilidade recursal alegando superveniência de documentos novos com eficácia sobre a prova produzida e ainda a insuficiência de documentos em que se tenha fundamentado os acórdãos recorridos no entanto não apontou onde e quais seriam os tais documentos que poderiam ensejar a alteração da decisão recorrida 2 deveras o requerente apenas fez menção genérica das provas que poderiam influenciar na análise meritória deste recurso além disso ao verificar os processos de prestação de contas e o recurso de reconsideração verifica se que em todos eles o recorrente se valeu das mesmas justificativas 3 a revisão não é meio hábil para discutir unicamente a justiça da decisão ou a valoração de prova constante no processo originário bem assim que era da obrigação do proponente demonstrar em preliminar os requisitos de admissibilidade segundo as hipóteses previstas bem como reproduzir todos os documentos necessários sua propositura;PROCESSUAL
denuncia incompetência natureza federal 1 natureza exclusivamente federal cuja competência primária de tutela e fiscalização é do órgão concedente em paralelo aos órgãos de controle controladoria geral da união e tribunal de contas da união;PROCESSUAL
prefeitura municipal atraso no envio do projeto de lei do plano plurianual câmara municipal não configurado improcedência o projeto de lei do plano plurianual deve ser encaminhado ao poder legislativo até dois meses antes do encerramento do exercício financeiro como preceitua o art 13 inciso i do adct da constituição do estado do piauí;PROCESSUAL
ementa : controle de constitucionalidade projeto de lei ausência de competência o controle de constitucionalidade pelas cortes de contas é possível mas somente controle de ato ou contrato administrativo no exercício da fiscalização e não controle da lei em abstrato conforme jurisprudência do stf;PROCESSUAL
ausência de contraditório e ampla defesa ao gestor na fase interna determinação de devolução da tomada de contas especial para a fase interna com o intuito de sanear o processo 1 a ausência de citação com a consequente não oportunidade de ampla defesa e contraditório ao gestor enseja caso de nulidade absoluta do processo porquanto se trata de pressuposto de existência da relação processual podendo ser arguida a qualquer momento e decretada até mesmo de ofício não gerando portanto a preclusão in casu não houve a efetiva citação do gestor para que se manifestasse sobre os fatos em clara afronta ao devido processo legal portanto a tomada de contas especial não preencheu aos requisitos de admissibilidade da instrução normativa tce pi n 03 14 no tocante a essa disposição;PROCESSUAL
ementa processual não cumprimento de decisão que determinou a instauração de processo de tomada de contas especial o descumprimento reiterado de determinações do tribunal de contas do estado do piauí enseja o julgamento de irregularidade das contas conforme art 123 da lei estadual n 5 888 09 o tribunal de contas poderá aplicar multa de até quinze mil unidades fiscais de referência do estado aos responsáveis por não atendimento no prazo fixado a diligência ou determinação do tribunal art 79 ii da lei n 5 888 09;PROCESSUAL
pedido de revisão ref a recurso de reconsideração prestação de contas do fundo de previdência social fmps exercício de 2010 existência de déficit de arrecadação impossibilidade de apurar o total das contribuições por ente municipal repasse das contribuições previdenciárias feitas fora do prazo sem a aplicação dos encargos moratórios divergência e incompatibilidade na execução da despesa orçamentária ausência de processo licitatório r 12 000 00 inconsistências verificadas no balanço financeiro inconsistências verificadas na apuração dos restos a pagar 1 o recorrente fundamentou a admissibilidade recursal alegando superveniência de documentos novos com eficácia sobre a prova produzida e ainda a insuficiência de documentos em que se tenha fundamentado os acórdãos recorridos no entanto não apontou onde e quais seriam os tais documentos que poderiam ensejar a alteração da decisão recorrida 2 deveras o requerente apenas fez menção genérica das provas que poderiam influenciar na análise meritória deste recurso além disso ao verificar os processos de prestação de contas e o recurso de reconsideração verifica se que em todos eles o recorrente se valeu das mesmas justificativas 3 a revisão não é meio hábil para discutir unicamente a justiça da decisão ou a valoração de prova constante no processo originário bem assim que era da obrigação do proponente demonstrar em preliminar os requisitos de admissibilidade segundo as hipóteses previstas bem como reproduzir todos os documentos necessários sua propositura;PROCESSUAL
prestação de contas pagamentos de encargos legais decorrentes de juros e multas sobre o recolhimento de contribuições previdenciárias dos funcionários municipais subsídio dos vereadores sem o envio da norma legal não houve ou não foi enviada a norma legal que fixa o subsídio dos vereadores para a legislatura 2013 2016 não tendo sido possível verificar a variação do referido subsídio em relação ao recebido no exercício de 2015;PROCESSUAL
processual falhas de natureza formal não conhecimento o pedido de revisão além de não configurar nova oportunidade para rediscutir critérios de julgamento também não é meio idôneo para sanar as lacunas probatórias ou as eventuais imperfeições da linha de defesa utilizada mormente porque o meio adequado para tanto seria o recurso de reconsideração;PROCESSUAL
ementa débito junto agespisa adimplência posterior repercussão positiva saneamento da ocorrência o débito do município junto agespisa foi preponderante para o julgamento irregular das contas de gestão na prestação de contas o posterior pagamento do débito sana a ocorrência e proporciona uma medida menos gravosa;PROCESSUAL
processual tributação irregularidade 1 afronta a lei complementar n 101 2000 lrf em seu art 11 parágrafo único que estabelece vedações ao ente que se omite quanto efetiva arrecadação dos impostos de sua competência constitucional na qual se inclui a irrf conforme art 158 i da constituição federal 88;PROCESSUAL
denúncia suposto atraso no pagamento dos salários dos servidores do poder executivo municipal ausência de requisitos da denúncia não conhecimento toda denúncia ao tce pi deve cumprir o disposto no art 226 parágrafo único do regimento interno do tribunal de contas pi ou seja deverá conter cópia de documento que comprove a sua legitimidade fornecer os dados de onde poderá ser encontrado expor com clareza os fatos e anexar quando possível documentação comprobatória bem como o art 373 i do cpc 15;PROCESSUAL
ementa : processual denúncia de irregularidades nas contratações ausência dos requisitos de admissibilidade não conhecimento arquivamento da denúncia a falta das cópias de documentação de identificação acerca da legitimidade do denunciante proporciona a não admissibilidade da denúncia;PROCESSUAL
processual ausência de ponto obscuro contraditório e ou omisso 1 a contradição apta a justificar os embargos é aquela extraída do próprio corpo da decisão não sendo possível justificá la como querem alguns em pretensa incoerência entre a prova produzida nos autos e a decisão do julgador nesse caso evidentemente será lícito que o interessado ataque o julgado mas por via recursal diferente dos declaratórios;PROCESSUAL
prestação de contas prefeitura municipal de cristino castro exercício 2016 denúncia tc 019572 2016 apensa aos autos irregularidades na transição governamental atraso no pagamento das verbas trabalhistas dos servidores municipais atrasos no preenchimento da gfip previdência social ausência de repasse de contribuições previdenciárias procedência não aplicação de multa específica apesar de ter formulado defesa referente a esses quesitos gestor não apresentou nos autos documentos capazes de comprovar suas alegações bem como não tomou todas as medidas necessárias para responsabilização daqueles que aponta como reais responsáveis pelas falhas listadas;PROCESSUAL
embargos de declaração caráter integrativo ou aclaratório o relator não está obrigado a apreciar todos os argumentos da parte o relator não esta obrigado a apreciar todos os argumentos da parte sendo suficiente que se atenha aqueles bastantes formação de sua convicção acerca da matéria vale ressaltar que compete ao relator efetuar o juízo de valor quanto caracterização das ocorrências o grau de gravidade com que se revestem bem como o tipo de julgamento que ensejarão sendo lhe permitido ponderar a totalidade das irregularidades sanadas e não sanadas de modo a formular seu voto;PROCESSUAL
