arquivo;ano_mes;sumario;ementa;informacoes;area_tematica;decisao_tipo;decisao_numero;decisao_ano;assunto_agrupado;rank;prioridade
Boletim de Jurisprudência TCE-PI - Outubro 2020.docx;2020-10;Despesa. Pagamentos irregulares gerando acréscimos moratórios com recursos públicos.;"CONTAS DE GESTÃO DA PREFEITURA. PAGAMENTOS IRREGULARES DE ACRESCIMOS MORATÓRIOS COM RECURSOS PÚBLICOS. CONTRATAÇÃO IRREGULAR DE ASSESSORIA JURÍDICA E CONTÁBIL. OMISSÃO DE INFORMAÇÕES NA GFIP. ACUMULAÇÃO IRREGULAR DE CARGO PÚBLICO/JORNADA INCOMPATÍVEL. 
1. É dever do administrador público cumprir os prazos de pagamentos de suas obrigações, inclusive as previdenciárias, pois o pagamento de juros, correção monetária e/ou multas, de caráter moratório ou sancionatório, incidente pelo descumprimento de prazos contraria os princípios constitucionais da eficiência e da economicidade, consagrados nos artigos 37 e 70 da CF/88, bem como no artigo 4º da Lei nº 4.320/64. 
2. A apresentação da GFIP, com dados não correspondentes aos fatos geradores, bem como sua apresentação com erro de preenchimento nos dados não relacionados aos fatos geradores, é falha grave. ";(Prestação de Contas. Processo  – Relatora: Consª. Waltânia Maria Nogueira de Sousa Leal Alvarenga. Segunda Câmara. Decisão Unânime. Acórdão nº 1.033/2020 publicado no );DESPESA;acordao;1033;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - Abril - 19.docx;2019-04;Despesa. Vedação do gestor de contrair obrigação de despesas nos últimos dois quadrimestres do seu mandato.;"PLANEJAMENTO. AUSÊNCIA DE PUBLICAÇÃO DE DECRETOS REFERENTES A ABERTURA DE CRÉDITOS ADICIONAIS. INSCRIÇÃO DE RESTOS A PAGAR SEM COMPROVAÇÃO DE SALDO FINANCEIRO. EDUCAÇÃO. GASTO COM MANUTENÇÃO E DESENVOLVIMENTO DE ENSINO INFERIOR AO LIMITE LEGAL. REPERCUSSÃO NEGATIVA NA ANÁLISE DA PRESTAÇÃO DE CONTAS. REPROVAÇÃO.
1. Os créditos adicionais suplementares são autorizados por lei e abertos por decreto do Poder Executivo, e a sua publicação é condição de eficácia do decreto, para que o ato normativo produza normalmente seus efeitos. O art. 4º da IN TCE/PI nº 03/2015 dispõe que as publicações dos decretos devem ocorrer dentro do prazo de dez dias, a partir de sua edição, com texto integral e anexos.
2. É vedado ao titular de Poder ou órgão, nos últimos dois quadrimestres do seu mandato, contrair obrigação de despesa que não possa ser cumprida integralmente dentro dele, ou que tenha parcelas a serem pagas no exercício seguinte sem que haja suficiente disponibilidade de caixa para este efeito. Art. 42 da Lei de Responsabilidade Fiscal – Lei nº 101/2000.
3. O descumprimento do limite constitucional com manutenção e desenvolvimento de ensino possui gravidade suficiente para ensejar a reprovação das contas.";(Prestação de Contas. Processo 5 – Relator: Cons. Kleber Dantas Eulálio. Primeira Câmara. Decisão Unânime. Parecer Prévio nº 44/19 publicado no );DESPESA;parecer;44;2019.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - Setembro 2020.docx;2020-09;Despesas. Irregularidade na subcontratação. Violação ao princípio da igualdade.;"IRREGULARIDADES EM DESPESAS RELACIONADAS À LOCAÇÃO DE VEÍCULOS. AUSÊNCIA DE PROCEDIMENTO LICITATÓRIO. CONTRATAÇÃO IRREGULAR DE PESSOAL. 
1. A prática da subcontratação total do objeto configura negação ao procedimento licitatório e fere o princípio da igualdade, bem como afronta o art. 37, XXI, da Constituição Federal de 1988, pois, caso fosse admitida, configuraria forma de se ludibriar a própria licitação, adjudicando-se o objeto contratual a não participante do certame.
2. A contratação por inexigibilidade de licitação com fundamento no art. 25, II, da Lei 8.666/93 deve observar alguns requisitos, quais sejam: a) necessidade de procedimento administrativo formal; b) notória especialização do profissional a ser contratado; c) natureza singular do serviço; d) impossibilidade de prestação do serviço pelo quadro de servidores do contratante; e) justificativa de preço. 3. A contratação de pessoal deve ocorrer em observância às formalidades constitucionais e legais. ";(Prestação de Contas. Processo  – Relatora: Consª. Waltânia Maria Nogueira de Sousa Leal Alvarenga. Segunda Câmara. Decisão Unânime. Acórdão nº 1.029/2020 publicado no );DESPESA;acordao;1029;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - julho 2020 FINAL.docx;2020-07;Despesa. Alteração de estrutura de carreira sem prévia dotação orçamentária e sem autorização na LDO. Geração de despesa sem estimativa do impacto orçamentário e sem declaração do ordenador de despesa. Sustação da despesa;"PREFEITURA MUNICIPAL. REPRESENTAÇÃO. ALTERAÇÃO DE ESTRUTURA DE CARREIRA SEM PRÉVIA DOTAÇÃO ORÇAMENTÁRIA E SEM AUTORIZAÇÃO NA LDO. GERAÇÃO DE DESPESA SEM ESTIMATIVA DO IMPACTO ORÇAMENTÁRIO E SEM DECLARAÇÃO DO ORDENADOR DE DESPESA. SUSTAÇÃO DA DESPESA. 
1. Legislação aprovada sem a devida adequação orçamentária e financeira, e em inobservância ao que determina a legislação vigente são inexequíveis, porquanto embora se trate de normas que, após a sua promulgação, entram no plano da existência e no plano da validade, não entram, ainda, no plano da eficácia, justamente por não atenderem ao disposto no art. 167 da CF/88, art. 113 do ADCT, arts. 15, 16 e 17 da LRF, e na respectiva LDO.
2. A ausência de dotação orçamentária prévia em legislação específica não autoriza a declaração de inconstitucionalidade da lei, impedindo tão somente a sua aplicação naquele exercício financeiro. 
3. O Tribunal de Contas possui competência para sustar a despesa pública ilegítima, em razão de sua prerrogativa constitucional, no intuito de viabilizar sua função fiscalizatória.";(Representação. Processo 9 – Relator: Consª. Waltânia Maria Nogueira de Sousa Leal Alvarenga. Segunda Câmara. Decisão Unânime. Acórdão nº 762/20 publicado no );DESPESA;acordao;762;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - Outubro 2020.docx;2020-10;Despesa. Impossibilidade do aumento de despesas de pessoal dentro do período de 180 (cento e oitenta) dias anteriores ao final do mandato dos gestores.;"DESPESA. CRIAÇÃO DE PLANO DE CARGOS E SALÁRIOS DE SERVIDORES EFETIVOS MUNICIPAIS DENTRO DO PRÓPRIO EXERCÍCIO POR MEIO DE LEI MUNICIPAL. CONHECER. RESPONDÊ-LA . 
1. Não é possível o aumento de despesa de pessoal dentro do período de 180 (cento e oitenta) dias anteriores ao final do mandato dos gestores, seja a que título for, incidindo vedação imposta pelo art. 21 da LRF. ";(Consulta. Processo  – Relator: Cons. Subst. Jaylson Fabianh Lopes Campelo. Plenário. Decisão Unânime. Acórdão nº 1.698/2020 publicado no );DESPESA;acordao;1698;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - julho 2020 FINAL.docx;2020-07;Despesa. Baixa arrecadação tributária. Déficit no balanço orçamentário. Despesa de pessoal superior ao limite legal.;"CONTAS DE GOVERNO. BAIXA ARRECADAÇÃO TRIBUTÁRIA. DÉFICIT NO BALANÇO ORCAMENTÁRIO. NÃO CONTABILIZAÇÃO DA COSIP NO BALANÇO GERAL. DESPESA DE PESSOAL SUPERIOR AO LIMITE LEGAL. RESTOS A PAGAR.
1. No que tange ao baixo incremento da receita tributária, atente-se que a LC nº 101/2000 (LRF), em seu art. 11, estabelece vedações ao ente que se omite quanto à instituição, previsão e efetiva arrecadação dos tributos de sua competência constitucional.
2. O não registro da Receita de Iluminação Pública – COSIP no Balanço Geral viola o Princípio do Orçamento Bruto, que determina que todas as receitas e despesas devem ser registradas pelos seus totais 
3. Demonstra-se grave a falha atinente ao descumprimento do limite legal da despesa com pessoal. Ressalta-se que a não recondução do limite no prazo estabelecido no art. 23 da Lei Complementar nº 101/2000 poderá ensejar penalidades. 
4. A existência de elevado valor de Restos a Pagar demonstra o desequilíbrio entre receitas e despesas municipais, violando, ainda, o §1º do art. 1º da LRF, o qual estabelece que a gestão fiscal responsável deve-se caracterizar por uma ação planejada, onde se corrigem desvios capazes de afetar o equilíbrio das contas públicas.";(Prestação de Contas. Processo 8 – Relator: Consª. Waltânia Maria Nogueira de Sousa Leal Alvarenga. Segunda Câmara. Decisão Unânime. Parecer Prévio nº 47/20 publicado no );DESPESA;parecer;47;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Característica de superfaturamento de obras, bens e serviços.;"TOMADA DE CONTAS ESPECIAL. DESPESA. EXISTÊNCIA DE DANO AO ERÁRIO NA OBRA DA CONSTRUÇÃO DE UMA PASSARELA SOBRE O RIO CANUDOS - PIGOITA, NO MUNICÍPIO DE NOVO SANTO ANTÔNIO. IRREGULARIDADE.
1. O superfaturamento é caracterizado pelo pagamento de obras, bens e serviços por preços manifestamente superiores à tendência central (mediana ou média) praticada pelo mercado ou incompatíveis com os fixados pelos órgão. ";(Tomada de Contas Especial. Processo 6 – Relator: Cons. Kleber Dantas Eulálio. Primeira Câmara. Decisão unânime. Acórdão nº 1.057/20 publicado no );DESPESA;acordao;1057;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Impossibilidade de utilização de saldos de recursos financeiros de exercícios encerrados. Aplicação constante nas IN nº01/2014 e 04/2014 do TCE/PI.;"CONSULTA. CÂMARA MUNICIPAL. POSSIBILIDADE DE UTILIZAÇÃO DE SALDOS DE RECURSOS FINANCEIROS DE EXERCÍCIOS ENCERRADOS. NECESSIDADE DE ABERTURA DE CRÉDITO ADICIONAL EM FAVOR DA CÂMARA MUNICIPAL. CÔMPUTO DAS DESPESAS ORIUNDAS DE SALDOS FINANCEIROS DE EXERCÍCIOS ANTERIORES NO TOTAL DA DESPESA DA CÂMARA MUNICIPAL. 
1. Ao fim do exercício financeiro, recursos não utilizados ou aquele numerário objeto de economia realizada pela Câmara devem ser restituídos à Prefeitura, a não ser que o recurso se enquadre nos incisos do art. 17 da IN nº 01/2014. A Câmara Municipal não gera receita pública, somente administra repasses recebidos, mensalmente, na condição de duodécimo, do Poder Executivo Municipal (Art. 168 da CF/88). Considerando que o objeto desta Consulta resta exaurido perante esta Corte, responde-se ao Órgão Consulente que este deverá aplicar conforme as orientações constantes na INSTRUÇÃO NORMATIVA DE Nº 01, de 20 de MARÇO de 2014, atualizada pela IN nº 04/2014, deste Tribunal.";(Consulta. Processo  – Relator: Cons. Luciano Nunes Santos. Plenário. Decisão Unânime. Acórdão nº 1.185/20 publicado no );DESPESA;acordao;1185;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Descumprimento do limite mínimo gastos com manutenção e desenvolvimento de ensino. Descumprimento do limite mínimo com ações e serviços públicos de saúde.;CONTAS DE GOVERNO. PREFEITURA MUNICIPAL DE ALTO LONGÁ. EXERCÍCIO 2017. DESCUMPRIMENTO DO LIMITE MÍNIMO GASTOS COM MANUTENÇÃO E DESENVOLVIMENTO DE ENSINO. DESCUMPRIMENTO DO LIMITE MÍNIMO COM AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE. 1. Constatou-se que o município aplicou, no exercício, 17,45%, descumprindo, portanto, o mandamento constitucional elencado no art. 212, da Constituição Federal. 2. O comparativo do total das despesas em ações e serviços públicos de saúde, com o total da receita proveniente de impostos e transferências, demonstra que o município aplicou, no exercício, 1,95%, descumprindo, portanto, o mandamento constitucional elencado no art. 198 da Constituição Federal, combinado com o art. 77, III, do ADCT, da Constituição Federal.;(Prestação de Contas. Processo  – Relatora: Consª. Lilian de Almeida Veloso Nunes Martins. Segunda Câmara. Decisão Unânime. Parecer Prévio nº 057/20 publicado no );DESPESA;parecer;57;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Ausência do cumprimento das obrigações causadoras de perda patrimonial.;"OMISSÃO NO CUMPRIMENTO DE OBRIGAÇÕES CAUSADORAS DE PERDA PATRIMONIAL (ART. 10, CAPUT DA LEI Nº 8.429/92). 
1. Embora tenha quitado a dívida noticiada na Representação, o Município já acumula nova dívida. Nesse sentido, procede a Representação quanto à existência de dívida, embora em valor diverso do que o reclamado.";(Prestação de Contas. Processo  – Relator: Cons. Luciano Nunes Santos. Primeira Câmara. Decisão Unânime. Acórdão nº 1.135/20 publicado no );DESPESA;acordao;1135;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Gestor tem aplicar de forma boa e regular os recursos públicos.;"DESCUMPRIMENTO DO ÍNDICE PREVISTO NO ART. 21, § 2º, “B” DA LEI 11.494/2007 - O INDICADOR “MÁXIMO DE 5% NÃO APLICADO NO EXERCÍCIO”, APRESENTA PERCENTUAL DE 10,66%, INDICANDO QUE O ENTE DESCUMPRIU LEGISLAÇÃO CITADA; INCONSISTÊNCIA NO ENVIO DE DADOS POR MEIO ELETRÔNICO A ESTA CORTE DE CONTAS; AUSÊNCIA DE LICITAÇÃO OBRIGATÓRIA; UTILIZAÇÃO INDEVIDA DE RECURSOS DO FUNDEB PARA PAGAMENTO DESPESAS DE EXERCÍCIOS ANTERIORES, NO MONTANTE DE R$ 110.934,85; RECOLHIMENTO A MENOR DAS CONTRIBUIÇÕES DEVIDAS À PREVIDÊNCIA SOCIAL; AUSÊNCIA DO ENVIO DE DADOS POR MEIO ELETRÔNICO A ESTA CORTE DE CONTAS. 
1. Compete ao gestor comprovar a boa e regular aplicação dos recursos públicos, consoante disposição do art. 70, parágrafo único, da CRFB/1988 e art. 93 do Decreto-Lei nº 200/67. As pendências constatadas sujeitam o gestor às sanções legais decorrente das falhas. 
2. As demais falhas constatadas no bojo da Prestação de Contas (síntese de impropriedades), quando analisadas conjuntamente, ensejam a quantificação da multa aplicada, bem como no julgamento de irregularidade, nos termos do Voto do Relator, que passa a figurar no presente dispositivo como se nele estivesse transcrito. ";(Prestação de Contas. Processo  – Relator: Cons. Luciano Nunes Santos. Primeira Câmara. Decisão Unânime. Acórdão nº 1.136/20 publicado no );DESPESA;acordao;1136;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Descumprimento de índices constitucionais;"PRESTAÇÃO DE CONTAS. INGRESSO EXTEMPORÂNEO de peças exigidas pela Resolução TCE nº 27/2016. DESPESA. Descumprimento do limite mínimo constitucional de 25,00% da receita de impostos, compreendida a proveniente de transferências, na manutenção e desenvolvimento do ensino. REPROVAÇÃO. 
1 - O art. 70, § único da Constituição Federal, impõe o dever de prestar contas na forma e no prazo devido, assim como o art. 33, IV da Constituição Estadual e Resolução TCE/PI nº 27/2016, conferem prerrogativas às Cortes de Contas para examinar mediante fiscalização o gasto de recursos públicos; 
2- A Constituição exige que os municípios apliquem ao menos 25% de sua receita resultante de impostos e transferências na manutenção e no desenvolvimento da Educação.";(Representação. Processo 9 – Relator: Cons. Subst. Delano Carneiro da Cunha Câmara. Segunda Câmara. Decisão Unânime. Acórdão nº 865/20 publicado no );DESPESA;acordao;865;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Descumprimento de índices constitucionais.;"PRESTAÇÃO DE CONTAS. CONTAS DE GOVERNO. DESCUMPRIMENTO DE ÍNDICES CONSTITUCIONAIS. FALHA GRAVE. 
1. As falhas constatadas no relatório de fiscalização são de natureza grave e têm o condão de ensejar a reprovação das contas apreciadas, em especial o descumprimento do limite mínimo com despesas de Manutenção e Desenvolvimento do Ensino. ";(Prestação de Contas. Processo 6 – Relator: Cons. Subst. Jaylson Fabianh Lopes Campelo. Plenário. Decisão unânime. Parecer Prévio nº 82/20 publicado no );DESPESA;parecer;82;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Pagamento de encargos moratórios. Despesas estranhas à finalidade do ente estatal.;"PRESTAÇÃO DE CONTAS DE GESTÃO. FMS. DESPESA. PAGAMENTO IRREGULAR DE ACRÉSCIMOS MORATÓRIOS. 
4. O pagamento de encargos moratórios são despesas estranhas à finalidade do ente estatal, configurando-se como afronta ao princípio da eficiência, nos termos do art. 37, caput, da CF/88.";(Prestação de Contas. Processo  – Relator:  Cons. Subst. Delano Carneiro da Cunha Câmara. Segunda Câmara. Decisão Unânime. Acórdão nº 843/20 publicado no );DESPESA;acordao;843;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - julho 2020 FINAL.docx;2020-07;Despesa. Irregularidade no pagamento de diárias. Ausência de divulgação no portal da transparência.;"GESTOR MUNICIPAL. DENÚNCIA. POSSIVEIS IRREGULARIDADES NO PAGAMENTO DE DIÁRIAS. NÃO DISPONIBILIZAÇÃO NO PORTAL DA TRANSPARÊNCIA DOS VALORES PAGOS. 
1. O pagamento de diárias mensais em quantidade superior à definida em lei municipal e em percentual representativo em relação ao subsídio mensal dos agentes políticos constitui desrespeito à determinação legal. 
2. A ausência de divulgação, no portal da transparência, de informações completas relativas à concessão de diárias afronta o art. 48, parágrafo único, inciso II, da Lei de Responsabilidade Fiscal, bem como a Lei Nacional de Acesso à Informação (Lei nº 12.527/2011), que regulamenta o direito de acesso às informações públicas, garantia prevista no inciso XXXIII do art. 5º da CFRB. ";(Denúncia. Processo 9 – Relatora: Consª. Waltânia Maria Nogueira de Sousa Leal Alvarenga. Segunda Câmara. Decisão Unânime. Acórdão nº 761/20 publicado no );DESPESA;acordao;761;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Descumprimento do limite legal de despesa com pessoal do Poder Executivo. Insuficiência no índice de efetividade da gestão municipal – IEGM. Insuficiência no índice de desenvolvimento da educação básica – IDEB;"CONTAS DE GOVERNO. PREFEITURA MUNICIPAL DE MONTE ALEGRE DO PIAUÍ. EXERCÍCIO 2017. DESCUMPRIMENTO DO LIMITE LEGAL DE DESPESA COM PESSOAL DO PODER EXECUTIVO. INSUFICIÊNCIA NO ÍNDICE DE EFETIVIDADE DA GESTÃO MUNICIPAL – IEGM. INSUFICIÊNCIA NO ÍNDICE DE DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA – IDEB. AVALIAÇÃO NEGATIVA EM ALGUNS PONTOS DO PORTAL DA TRANSPARÊNCIA MUNICIPAL 
1. Ao se refazer os cálculos excluindo-se os recursos transferidos pelo Governo Federal para custeio dos programas com a saúde e os gastos com profissionais de saúde custeados por programas federais, conforme Decisão Plenária nº 889/14, a própria Equipe Técnica chegou à conclusão que o município atingiu o percentual de 53,89%, portanto respeitando o limite legal, remanescendo o descumprimento do limite prudencial. 
2. IEGM, o índice geral foi C+, contudo, apesar do município em questão ter atingido notas iguais ou pouco superiores à média dos demais municípios, somente os indicadores i-Educ e i-Saúde atingiram nota B+ e B respectivamente, enquanto todos os demais atingiram apenas notas C ou C+, o que indicam, respectivamente, ainda em “baixo nível de adequação” e “em fase adequação”, demonstrando a necessidade de melhoria das políticas públicas nos respectivos setores. 
3 - IDEB, apesar da nota observada ter sido inferior à meta projetada tanto para os anos iniciais como pra os anos finais, o município demonstrou uma melhoria significativa em tal indicador. 
4 - Portal da Transparência, dos 18 itens analisados conforme o anexo I da Instrução Normativa TCE nº 02/2016, apenas 3 itens foram considerados insatisfatórios, impropriedade que merece reparo imediato, mas que demonstra uma avaliação majoritariamente positiva desse importante instrumento de transparência pública e controle social.";(Prestação de Contas. Processo  – Relatora: Consª. Lilian De Almeida Veloso Nunes Martins. Segunda Câmara. Decisão Por Maioria. Parecer Prévio nº 078/20 publicado no );DESPESA;parecer;78;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - julho 2020 FINAL.docx;2020-07;Despesa. Ocorrência de pagamentos de despesas do exercício anterior..;"PRESTAÇÃO DE CONTAS DO CORPO DE BOMBEIROS MILITAR DO ESTADO DO PIAUÍ - CBMEPI. EXERCÍCIO 2017. ANÁLISE CIRCUNSTANCIADA DOS ASPECTOS CONTÁBEIS, ADMINISTRATIVOS, ORÇAMENTÁRIOS, ECONÔMICOFINANCEIRO E PATRIMONIAL, SUBSIDIADA POR AUDITORIA ORDINÁRIA.
1 - Da análise dos contratos, remanesceram falhas de natureza formal como no caso de publicação de termos aditivos fora do prazo. Em que pese o descumprimento do parágrafo único do art. 61 da Lei nº 8.666/93, verificou-se que os aditivos questionados foram assinados dentro do prazo legal, remanescendo apenas a extemporaneidade de suas publicações.
2 - Em relação aos contratos, tem-se o fato do órgão ter procedido com a adesão à duas atas de registros de preços de origem da SEADPREV, que entretanto, teria se utilizado para outro fim. Tratam-se dos contratos com serviços de gerenciamento de sistema com cartão magnético para o controle de manutenção em veículos e para gerenciamento e controle de abastecimento da frota do órgão. Observou-se, que esses dois contratos deveriam ser acessórios de outros contratos principais, com objetos a serem licitados de manutenção e abastecimento de veículos, o que não teria ocorrido. 
3 - A ocorrência de pagamentos de despesas do exercício anterior, sendo estas de competência de 2016 que só teriam sido reconhecidas (liquidadas) em 2017. Nesse aspecto, em que pese a ausência de comprovação cabal das alegações da defesa, é de conhecimento geral que de fato existem dificuldades para liberações de dotações orçamentarias no âmbito da Fazenda Estadual, no caso em tela, apesar de não ser um argumento capaz de sanar a mencionada impropriedade, pelo menos a torna compreensível, já que existe de fato uma dependência orçamentária em relação à outros órgãos do Estado para que haja essa liberação. ";(Prestação de Contas. Processo 7 – Relatora: Consª. Lilian de Almeida Veloso Nunes Martins. Segunda Câmara. Decisão Unânime. Acórdão nº 569/20 publicado no );DESPESA;acordao;569;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - julho 2020 FINAL.docx;2020-07;Despesa. Vedação ao gestor público de contrair despesas que não possa ser cumprida nos últimos quadrimestres do mandato.;"PRESTAÇÃO DE CONTAS. Ausência de peças exigidas pela Resolução TCE no 27/2016. FUNDO ESPECIAL. Restos a Pagar Inscritos no Exercício sem disponibilidade financeira de recursos do FUNDEB. APROVAÇÃO COM RESSALVAS. 
O art. 70, § único da Constituição Federal, impõe o dever de prestar contas na forma e no prazo devido, assim como o art. 33, IV da Constituição Estadual e Resolução TCE/PI nº 39/2015, conferem prerrogativas às Cortes de Contas para examinar mediante fiscalização o gasto de recursos públicos; 
2 – O art. 42 da LRF veda ao gestor público, nos últimos dois quadrimestres do seu mandato, contrair obrigação de despesa que não possa ser cumprida integralmente dentro dele, ou que tenha parcelas a serem pagas no exercício seguinte sem que haja suficiente disponibilidade de caixa para este efeito.";(Prestação de Contas. Processo 8 – Relator: Cons. Kleber Dantas Eulálio. Primeira Câmara. Decisão Unânime. Parecer Prévio nº 053/20 publicado no );DESPESA;parecer;53;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Despesa não estimada adequadamente. Realização indevida de contratação direta.;"PROCESSUAL. INEXIGIBILIDADE DE LICITAÇÕES. IRREGULARIDADE. 
1. A não estimativa adequada de suas despesas e realização indevida de contratação direta, em razão do valor, ocorrendo fracionamento indevido de despesas, conduta considerada irregular e passível de responsabilização. ";(Prestação de Contas. Processo 7 – Relator: Cons. Subst. Jaylson Fabianh Lopes Campelo. Primeira Câmara. Decisão unânime. Acórdão nº 1.099/20 publicado no );DESPESA;acordao;1099;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - julho 2020 FINAL.docx;2020-07;Despesa. Comprovação das despesas de cursos profissionalizantes.;"RECURSO DE RECONSIDERAÇÃO. SECRETARIA DO TRABALHO E EMPREENDEDORISMO – SETRE. EXERCÍCIO 2016. REALIZAÇÃO DE CURSOS PROFISSIONALIZANTES.
1 - Verifica-se que os cursos foram ministrados, o que não foi questionado por esta Corte de Contas. Ocorreu, na verdade, uma falha no dever de prestar contas, sem a demonstração formal da utilização dos recursos no custeio dos eventos, já que não foi apresentada nenhuma planilha dos gastos realizados, e a devida apresentação dos correspondentes comprovantes de despesas, nas formalidades exigidas pelo TCE.";(Recurso de Reconsideração. Processo 9 – Relatora: Consª. Lilian de Almeida Veloso Nunes Martins. Plenário. Decisão Unânime. Acórdão nº 926/20 publicado no );DESPESA;acordao;926;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Descumprimento do limite de gastos com pessoal não é justificativa para manutenção irregular de contratação de pessoal.;"PEDIDO DE REEXAME. INSPEÇÃO. DEVER DE PROMOVER A SUBSTITUIÇÃO DAS CONTRATAÇÕES PRECÁRIAS E DIRETAS DE PESSOAL POR MÃO-DE-OBRA REGULARMENTE CONTRATADA ATRAVÉS DE CONCURSO PÚBLICO. DESCUMPRIMENTO DO LIMITE DE GASTOS COM PESSOAL. NÃO EMPECILHO. RAZOABILIDADE DA MULTA APLICADA. REDUÇÃO. PROVIMENTO PARCIAL. 
O descumprimento do limite de gastos com pessoal não pode ser apontado como justificativa para a manutenção de irregularidades na contratação de pessoal, devendo o gestor adotar as medidas já previstas no art. 169, §3º, da Constituição Federal, a fim de atender à demanda na prestação de serviços públicos essenciais sem comprometer o equilíbrio financeiro do munícipio. Além disso, cabe ao gestor determinar ao órgão de Controle Interno a adoção de medidas para identificar irregularidades em folha de pagamento, reduzindo, por consequência, as despesas com pessoal do Executivo municipal.";(Pedido de Reexame. Processo  – Relator: Cons. Joaquim Kennedy Nogueira Barros. Plenário. Decisão Unânime. Acórdão nº 1.372/20 publicado no );DESPESA;acordao;1372;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - julho 2020 FINAL.docx;2020-07;Despesa. Despesa com pessoal do poder executivo acima do limite legal. Queda na arrecadação tributária.;"CONTAS DE GOVERNO. ABERTURA DE CRÉDITOS ADICONAIS ACIMA DO LIMITE PERMITIDO EM LEI ORÇAMENTÁRIA. ENVIO INTEMPESTIVO DE DOCUMENTAÇÃO. NÃO ENVIO DE PEÇAS COMPONENTES DA PRESTAÇÃO DE CONTAS. DESPESA COM PESSOAL DO PODER EXECUTIVO ACIMA DO LIMITE LEGAL QUEDA NA ARRECADAÇÃO TRIBUTÁRIA. DESPESAS DO FUNDEB MAIORES QUE AS RECEITAS SEM DEMONSTRAÇÃO DA FONTE DOS RECURSOS. BAIXA AVALIAÇÃO DO PORTAL DA TRANPARÊNCIA. 
1. O envio intempestivo/ não envio de documentação integrante da prestação de contas obsta que o TCE desempenhe seu papel constitucionalmente atribuído de controle externo. 
2. O percentual de despesas com pessoal do Poder Executivo acima do limite legal ao final do exercício é falha grave, sobretudo, quando as medidas tomadas pelo gestor para redução não repercutem no exercício analisado. 
3. A baixa avaliação do portal da transparência municipal demonstra deficiência na publicidade dos atos da administração municipal, dificultando o controle popular e a participação do cidadão na administração. ";(Prestação de Contas. Processo  – Relatora: Consª. Waltânia Maria Nogueira de Sousa Leal Alvarenga. Segunda Câmara. Decisão Unânime. Parecer Prévio nº 37/20 publicado no );DESPESA;parecer;37;2020.0;DESPESA;3;6
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Despesa. Ausência de comprovação da aplicação de valores recebidos pelo município.;"DENÚNCIA. SUPOSTAS IRREGULARIDADES NO PAGAMENTO DE VANTAGENS AOS AGENTES DE SAÚDE E AOS AGENTES DE ENDEMIAS. NÃO COMPROVAÇÃO DA APLICAÇÃO DE VALORES RECEBIDOS PELO MUNICÍPIO. 
A não comprovação de aplicação de parte dos recursos recebidos pelo município constitui irregularidade levando ao julgamento de procedência parcial da denúncia. ";(Denúncia. Processo  – Relatora: Consª .Waltânia Maria Nogueira de Sousa Leal Alvarenga. Segunda Câmara. Decisão Unânime. Acórdão nº 760/20 publicado no );DESPESA;acordao;760;2020.0;DESPESA;3;6
